 ,Mean1,Mean2,Mean3,Mean4
8277,0.535,1.709,0.351,0.240
8278,0.243,0.700,0.000,0.283
8279,0.482,0.089,0.015,0.823
8280,0.399,0.279,0.000,0.220
8281,0.437,1.104,0.000,0.434
8282,0.398,0.164,0.341,0.952
8283,0.375,0.428,0.000,0.851
8284,0.255,0.550,0.478,0.206
8285,0.443,1.048,0.000,0.231
8286,0.410,0.426,0.732,0.211
8287,0.581,0.254,0.000,0.550
8288,0.397,0.717,0.317,0.131
8289,0.774,0.595,0.341,0.034
8290,0.215,0.135,0.000,0.004
8291,0.588,1.005,0.473,0.151
8292,0.483,0.373,0.049,0.174
8293,0.228,0.254,0.985,0.204
8294,0.358,0.995,1.922,0.224
8295,0.391,0.543,0.010,0.557
8296,0.663,0.169,1.132,0.477
8297,0.465,0.400,0.449,0.921
8298,0.435,0.313,0.073,1.471
8299,0.452,0.143,0.000,0.244
8300,0.386,0.165,1.371,0.000
8301,0.466,1.162,0.722,0.419
8302,0.424,0.388,0.195,1.414
8303,0.285,0.448,0.000,1.081
8304,0.359,0.070,0.405,0.204
8305,0.459,0.256,0.000,0.233
8306,0.628,0.547,0.000,0.115
8307,0.579,0.072,0.000,0.523
8308,0.188,0.358,0.268,0.556
8309,0.435,0.673,0.971,0.367
8310,0.349,0.118,0.473,0.057
8311,0.537,0.998,0.161,1.065
8312,0.434,0.486,0.780,1.047
8313,0.129,0.773,0.741,0.683
8314,0.454,0.075,0.049,0.000
8315,0.680,0.000,0.000,0.152
8316,0.557,0.835,0.000,0.480
8317,0.415,0.046,0.439,0.661
8318,0.229,0.210,1.785,0.916
8319,0.229,0.346,0.000,0.100
8320,0.863,0.000,0.132,0.473
8321,0.342,0.356,0.000,0.616
8322,0.402,0.436,0.498,0.430
8323,0.482,0.402,0.741,0.335
8324,0.979,0.622,1.268,1.203
8325,0.371,0.530,0.000,1.337
8326,0.409,0.378,0.951,0.602
8327,0.624,0.097,2.151,0.385
8328,0.252,0.537,0.478,0.783
8329,0.499,0.617,0.439,0.063
8330,0.435,0.228,0.263,0.314
8331,0.295,0.942,0.000,1.421
8332,0.344,0.370,0.000,0.423
8333,0.274,1.273,0.000,0.620
8334,0.454,0.078,0.454,0.609
8335,0.522,1.411,0.000,0.147
8336,0.300,1.022,0.000,0.296
8337,0.734,0.566,0.561,0.500
8338,0.572,0.853,0.000,0.701
8339,0.230,0.216,0.024,0.174
8340,0.242,0.995,0.180,0.068
8341,0.275,0.298,0.000,0.143
8342,0.281,0.775,0.000,0.020
8343,0.338,0.560,0.166,0.756
8344,0.438,0.140,0.000,0.565
8345,0.290,0.639,0.785,0.323
8346,0.372,0.468,0.395,0.165
8347,0.273,0.504,1.273,0.269
8348,0.444,0.138,0.337,0.174
8349,0.599,0.598,0.259,0.613
8350,0.280,1.831,0.000,0.792
8351,0.369,0.530,1.639,0.285
8352,0.376,1.487,0.073,0.170
8353,0.434,1.567,0.337,0.937
8354,0.466,0.755,0.405,0.000
8355,0.390,0.114,1.585,0.233
8356,0.551,0.237,0.249,0.622
8357,0.254,0.547,0.546,0.742
8358,0.299,0.782,1.005,0.636
8359,0.329,0.719,0.829,0.358
8360,0.662,0.680,0.000,0.326
8361,0.311,0.807,0.810,0.000
8362,0.614,0.000,0.161,0.235
8363,0.466,0.412,0.971,0.258
8364,0.508,1.281,0.000,0.023
8365,0.474,0.661,0.771,0.749
8366,0.440,0.000,1.205,1.086
8367,0.698,0.254,0.166,0.475
8368,0.541,0.828,0.800,0.550
8369,0.512,0.203,0.000,0.321
8370,0.242,0.560,1.171,0.116
8371,0.466,0.366,0.239,0.649
8372,0.368,0.003,0.000,0.063
8373,0.469,0.630,0.000,0.538
8374,105.911,1.131,0.268,28.552
8375,109.909,47.647,33.337,37.502
8376,98.648,51.474,20.176,47.695
8377,101.991,49.354,18.249,38.116
8378,104.822,52.313,21.854,35.909
8379,98.941,53.053,22.429,40.496
8380,97.880,52.339,21.098,34.063
8381,106.505,50.939,30.327,38.747
8382,108.517,49.426,27.283,35.482
8383,107.254,52.211,26.717,45.075
8384,107.875,58.221,31.868,37.097
8385,101.165,44.213,29.029,33.591
8386,104.018,42.438,31.600,39.036
8387,107.235,48.521,28.673,35.787
8388,103.092,45.784,29.932,46.073
8389,114.690,54.131,38.844,37.409
8390,122.173,62.184,32.580,47.446
8391,117.932,50.170,36.912,45.199
8392,106.793,51.003,33.902,42.109
8393,97.472,59.167,29.454,43.522
8394,117.109,65.468,33.312,44.240
8395,122.043,65.959,38.493,56.041
8396,126.949,54.564,33.483,49.491
8397,137.448,59.133,34.405,48.694
8398,132.071,61.446,39.054,52.783
8399,117.895,59.959,39.073,53.665
8400,134.255,53.830,38.546,49.615
8401,128.741,62.855,44.283,51.170
8402,119.147,55.261,38.800,52.530
8403,125.585,56.394,42.337,51.866
8404,113.639,61.298,25.878,54.213
8405,112.309,51.448,41.727,45.421
8406,113.928,52.421,39.971,58.097
8407,112.618,56.474,31.307,48.841
8408,116.452,61.056,29.883,43.324
8409,113.320,60.991,38.702,50.133
8410,122.553,55.007,35.868,45.217
8411,114.524,60.174,42.966,43.950
8412,100.684,60.942,43.537,47.572
8413,106.349,52.022,27.073,41.063
8414,113.492,58.121,33.859,42.557
8415,109.981,54.376,33.488,43.437
8416,110.064,55.612,21.015,39.111
8417,99.297,62.210,17.293,43.536
8418,102.883,52.705,32.020,40.765
8419,96.792,52.567,35.493,55.346
8420,104.030,57.065,30.112,46.844
8421,100.452,53.405,37.200,51.996
8422,96.473,43.710,31.337,44.375
8423,106.584,53.792,24.098,47.708
8424,101.847,55.629,29.039,37.448
8425,104.390,42.799,31.761,44.887
8426,99.736,55.361,24.780,47.930
8427,102.931,56.487,26.693,50.932
8428,107.687,53.475,31.922,42.892
8429,95.632,44.227,27.620,51.588
8430,101.830,51.847,30.083,42.638
8431,101.921,58.589,31.302,44.007
8432,94.419,45.581,35.029,41.713
8433,103.407,54.888,38.385,54.878
8434,102.367,53.709,44.600,50.783
8435,104.955,51.220,43.234,47.541
8436,103.956,48.855,39.790,44.694
8437,107.400,49.359,29.522,48.297
8438,99.840,51.843,34.268,50.771
8439,105.156,48.240,24.317,50.048
8440,108.850,52.157,34.541,41.513
8441,107.248,45.685,28.605,41.025
8442,114.209,59.571,29.254,44.493
8443,117.326,63.583,26.541,49.489
8444,87.753,61.402,32.395,39.428
8445,83.959,59.278,35.468,43.090
8446,88.178,53.065,30.337,40.151
8447,91.934,52.240,23.629,45.520
8448,90.705,55.445,28.912,49.170
8449,93.393,54.654,38.829,45.566
8450,93.200,58.966,37.039,45.500
8451,102.808,49.158,30.610,41.814
8452,96.556,48.521,26.854,40.124
8453,92.640,48.256,25.532,37.075
8454,94.098,50.560,31.702,45.514
8455,90.151,43.385,26.610,43.102
8456,91.802,49.179,28.980,41.884
8457,95.478,49.772,21.995,42.970
8458,96.663,48.034,27.366,40.152
8459,91.981,48.477,22.590,36.685
8460,95.077,51.559,27.493,39.016
8461,91.285,50.140,34.820,50.321
8462,93.511,51.092,32.000,37.349
8463,92.172,63.850,19.078,43.263
8464,95.660,63.969,26.112,36.749
8465,96.579,52.882,25.132,37.704
8466,82.878,60.980,19.873,39.036
8467,86.598,56.622,26.868,32.946
8468,84.811,49.250,30.595,39.158
8469,88.462,47.281,33.507,35.351
8470,86.749,52.474,23.863,34.776
8471,80.536,53.821,29.122,36.541
8472,85.088,53.888,27.971,36.683
8473,87.035,54.245,23.585,30.296
8474,77.192,50.150,26.317,39.414
8475,78.795,58.997,25.498,29.792
8476,80.514,49.015,18.937,34.258
8477,80.840,48.593,22.629,31.075
8478,75.968,49.322,23.444,32.066
8479,72.199,44.138,27.239,29.358
8480,74.710,47.407,25.088,29.606
8481,69.171,44.905,17.176,35.896
8482,71.530,45.784,18.522,39.523
8483,74.047,45.055,29.200,34.575
8484,72.235,41.971,33.605,33.217
8485,71.005,42.855,27.810,32.416
8486,71.425,46.838,19.259,29.593
8487,66.039,50.346,25.020,27.934
8488,64.673,57.049,26.859,32.507
8489,71.694,66.417,25.707,28.953
8490,77.052,59.019,27.073,30.242
8491,69.562,57.789,25.478,35.007
8492,69.669,46.394,31.190,28.959
8493,69.726,57.344,34.883,37.332
8494,72.963,56.712,24.712,36.977
8495,80.398,59.731,25.488,29.278
8496,76.422,49.656,27.317,31.306
8497,77.348,42.269,21.663,32.016
8498,78.129,50.702,28.273,30.339
8499,80.984,50.903,20.268,34.858
8500,80.172,52.083,38.298,35.095
8501,79.204,60.596,27.098,32.487
8502,77.886,52.426,31.283,31.409
8503,78.483,54.293,26.961,35.052
8504,78.440,55.658,21.595,26.195
8505,81.199,51.630,21.761,34.638
8506,85.188,56.462,30.693,33.265
8507,78.847,49.806,38.361,31.136
8508,71.378,53.186,20.600,33.057
8509,79.665,51.027,24.941,35.581
8510,74.481,52.542,30.805,41.471
8511,68.787,51.920,21.127,31.106
8512,71.640,53.840,28.234,33.088
8513,72.703,58.973,20.912,42.839
8514,68.699,51.603,18.176,37.846
8515,64.272,61.034,23.180,40.023
8516,66.705,51.608,21.683,36.231
8517,69.834,53.831,29.917,31.229
8518,71.205,56.596,23.898,30.541
8519,69.873,54.779,26.790,36.034
8520,72.987,52.516,22.307,39.905
8521,80.048,64.559,31.541,33.369
8522,86.996,60.957,28.741,31.751
8523,89.297,58.075,22.517,33.373
8524,88.014,58.608,23.532,31.876
8525,83.141,58.116,23.688,38.294
8526,82.973,52.736,30.956,31.921
8527,87.260,54.578,31.785,38.849
8528,86.666,61.376,28.063,29.428
8529,84.666,51.809,27.659,37.683
8530,83.508,51.654,34.459,37.484
8531,77.922,47.116,32.541,34.570
8532,80.152,46.225,34.137,33.156
8533,82.059,51.543,26.395,33.435
8534,77.705,54.019,28.234,35.036
8535,75.243,47.177,31.585,32.022
8536,80.869,42.888,25.376,35.278
8537,78.674,53.748,23.912,30.439
8538,84.125,40.072,33.941,30.285
8539,81.518,34.559,24.137,34.582
8540,72.867,50.165,35.824,28.504
8541,73.342,40.322,26.605,33.371
8542,73.146,48.164,32.902,32.746
8543,75.567,42.562,29.468,30.159
8544,69.685,40.351,22.907,31.803
8545,71.483,46.429,30.946,34.948
8546,65.222,46.223,22.395,38.090
8547,64.037,43.261,25.600,36.219
8548,70.249,39.664,31.112,37.941
8549,65.117,43.315,23.244,42.242
8550,65.232,38.765,30.385,37.475
8551,64.060,41.521,21.883,40.582
8552,65.072,41.535,22.893,31.349
8553,62.404,39.213,27.000,31.780
8554,64.399,42.336,21.429,34.389
8555,69.647,42.862,25.771,35.109
8556,63.152,35.278,37.273,40.224
8557,58.865,36.705,31.473,30.629
8558,64.486,38.533,28.746,36.887
8559,64.013,37.182,24.493,32.767
8560,64.511,37.060,24.834,43.332
8561,58.679,35.368,23.820,33.063
8562,60.209,40.039,22.493,34.959
8563,56.116,37.325,25.463,29.966
8564,55.925,36.072,25.341,30.866
8565,50.427,42.932,27.293,31.962
8566,55.211,37.395,16.854,31.016
8567,55.793,48.828,24.805,31.935
8568,53.709,43.836,22.527,28.780
8569,51.300,37.932,32.171,29.733
8570,54.596,46.245,28.141,34.530
8571,57.461,41.048,27.717,26.496
8572,56.851,35.649,30.946,29.600
8573,59.817,48.090,24.473,32.222
8574,67.300,45.477,29.751,33.249
8575,66.771,46.842,26.678,36.640
8576,73.842,38.147,28.737,43.609
8577,78.224,47.457,34.268,38.385
8578,78.231,54.150,24.278,33.142
8579,80.732,46.319,31.088,37.289
8580,91.131,48.554,40.790,42.867
8581,95.904,55.486,43.146,46.093
8582,96.617,49.380,33.683,54.138
8583,99.715,62.806,34.093,52.701
8584,104.206,60.196,42.273,50.921
8585,102.640,56.612,37.756,46.640
8586,108.001,55.751,39.707,46.708
8587,113.960,63.906,45.049,46.665
8588,108.216,73.111,34.146,46.606
8589,107.434,57.756,38.741,53.029
8590,112.382,52.920,34.546,49.496
8591,119.821,67.446,40.390,53.821
8592,108.820,62.441,42.454,45.392
8593,112.031,49.426,43.839,48.477
8594,114.410,60.087,48.288,39.041
8595,114.615,53.681,45.141,46.498
8596,107.820,60.259,50.556,44.228
8597,101.381,57.259,43.073,50.518
8598,106.633,65.710,41.644,47.717
8599,112.904,55.862,34.093,46.803
8600,102.671,51.150,45.912,53.364
8601,104.679,54.564,44.688,41.930
8602,101.967,53.232,35.527,37.502
8603,96.119,59.557,29.024,38.916
8604,100.530,56.511,32.059,36.573
8605,92.255,53.792,43.112,38.181
8606,98.134,50.037,42.644,45.830
8607,92.339,53.329,45.049,45.077
8608,90.607,48.123,40.366,40.231
8609,87.875,51.111,32.444,39.771
8610,93.864,60.486,40.146,40.378
8611,83.969,45.433,31.698,37.998
8612,93.251,52.564,36.595,41.959
8613,84.579,52.131,40.800,41.891
8614,94.406,45.773,31.951,35.629
8615,84.722,41.276,31.595,41.697
8616,87.307,53.807,38.015,36.450
8617,88.713,48.433,31.600,40.093
8618,92.330,46.700,35.190,44.421
8619,85.067,50.857,33.385,35.287
8620,84.816,47.141,31.839,37.948
8621,79.862,46.911,22.380,37.826
8622,81.209,47.601,34.254,38.222
8623,75.161,50.307,21.678,35.903
8624,78.512,46.354,33.644,38.496
8625,69.525,42.223,34.951,36.715
8626,72.187,44.070,22.956,32.737
8627,73.447,53.637,32.454,34.079
8628,75.078,46.003,29.356,41.439
8629,71.181,54.606,31.917,35.711
8630,72.767,54.574,33.283,31.806
8631,76.484,53.348,21.346,32.434
8632,69.206,57.848,34.468,32.613
8633,69.238,52.349,31.249,29.867
8634,68.617,53.707,23.776,41.215
8635,70.040,57.613,32.498,35.599
8636,73.523,57.390,24.600,35.720
8637,72.561,61.312,25.263,35.170
8638,74.097,50.721,22.434,36.939
8639,73.419,59.143,23.839,35.989
8640,72.124,56.112,26.580,35.109
8641,73.018,43.652,30.298,33.984
8642,69.864,49.937,31.595,26.898
8643,74.383,51.250,25.854,35.204
8644,72.731,53.387,36.020,33.674
8645,74.459,56.320,21.795,29.213
8646,73.511,56.545,29.351,32.444
8647,71.906,50.615,29.595,34.068
8648,66.570,54.559,29.151,27.444
8649,68.053,48.923,21.722,27.860
8650,69.438,47.595,22.839,26.971
8651,70.814,43.952,36.859,37.030
8652,66.301,53.704,28.112,28.077
8653,71.829,53.480,20.834,27.360
8654,62.435,49.339,22.966,31.310
8655,66.251,50.411,27.561,30.430
8656,65.182,53.489,23.990,27.258
8657,64.113,42.693,26.390,23.747
8658,53.436,49.467,29.888,32.839
8659,57.999,41.794,29.951,38.573
8660,60.300,49.351,21.254,28.923
8661,57.825,45.204,28.337,29.670
8662,60.626,49.339,26.561,31.303
8663,65.509,38.966,33.220,28.733
8664,64.367,39.186,20.946,29.341
8665,65.155,50.641,21.961,34.410
8666,66.759,52.760,24.698,31.319
8667,64.147,53.649,25.356,33.421
8668,64.667,52.135,23.493,33.862
8669,68.849,47.872,24.449,36.217
8670,72.635,47.295,20.815,32.414
8671,72.944,57.518,26.220,27.405
8672,75.848,41.264,26.698,44.332
8673,71.989,45.475,27.985,33.742
8674,67.591,51.409,33.576,37.267
8675,74.885,43.799,35.151,38.152
8676,79.087,45.284,34.259,38.220
8677,67.911,47.659,20.878,34.970
8678,67.256,45.724,29.000,37.319
8679,69.388,52.203,26.659,34.251
8680,71.683,42.225,25.117,36.573
8681,65.864,49.634,23.961,36.507
8682,65.129,44.896,34.893,30.819
8683,70.529,51.980,26.410,34.541
8684,69.374,43.514,28.371,28.944
8685,72.994,41.063,32.380,29.023
8686,84.118,38.450,27.000,35.134
8687,87.873,51.772,27.200,26.547
8688,90.613,40.256,27.820,36.855
8689,73.685,38.300,23.395,35.011
8690,63.687,43.284,27.659,34.009
8691,68.174,36.980,23.610,33.462
8692,75.444,40.126,26.073,32.240
8693,80.730,41.448,27.527,36.170
8694,78.163,36.905,23.751,32.713
8695,77.141,42.302,24.659,29.830
8696,73.992,36.077,27.878,31.787
8697,69.513,37.359,23.493,26.075
8698,74.521,46.721,27.298,32.016
8699,69.141,34.680,24.580,31.753
8700,75.776,34.797,21.141,32.909
8701,69.493,38.491,27.244,37.575
8702,71.224,34.700,15.537,41.005
8703,70.825,42.959,23.361,34.455
8704,62.160,46.244,24.410,36.299
8705,72.703,45.707,19.961,36.186
8706,70.292,46.676,20.424,35.466
8707,74.172,43.526,27.078,41.464
8708,77.883,39.470,30.888,31.771
8709,80.015,50.111,29.312,32.337
8710,69.142,41.112,27.917,39.333
8711,73.603,39.392,27.922,39.197
8712,73.231,44.129,32.049,36.762
8713,77.924,40.312,38.663,38.013
8714,79.299,37.772,28.951,36.643
8715,77.318,44.440,23.185,31.858
8716,80.955,39.855,35.073,39.502
8717,84.522,35.922,33.146,35.577
8718,82.595,42.349,22.727,37.869
8719,78.166,33.581,24.766,41.901
8720,82.239,39.937,29.785,35.134
8721,84.964,38.354,29.215,38.342
8722,86.528,36.453,28.600,37.018
8723,68.558,41.118,25.317,31.977
8724,78.703,39.252,21.254,32.387
8725,85.252,41.228,32.156,35.305
8726,84.765,50.905,20.239,37.190
8727,70.057,37.181,21.761,30.844
8728,70.452,45.528,20.415,35.294
8729,81.400,39.283,32.673,34.661
8730,88.126,39.542,23.434,30.346
8731,85.245,41.315,27.517,36.842
8732,82.677,44.796,35.449,33.299
8733,80.355,38.291,37.351,31.478
8734,84.315,48.434,30.712,33.305
8735,83.526,48.484,25.146,30.344
8736,86.898,41.375,28.361,27.844
8737,87.470,36.552,31.927,31.869
8738,87.769,39.917,32.815,37.029
8739,85.607,34.741,22.732,28.108
8740,84.665,39.082,33.629,31.948
8741,91.075,48.218,35.239,37.176
8742,91.327,42.346,38.761,35.991
8743,89.974,41.419,41.883,38.464
8744,87.483,41.147,39.049,39.371
8745,77.527,50.635,30.405,38.982
8746,82.576,45.579,29.361,37.161
8747,90.457,52.872,32.854,40.147
8748,88.584,45.896,36.551,32.380
8749,87.362,38.497,40.946,37.642
8750,95.515,49.865,30.902,44.887
8751,95.079,47.399,36.654,39.575
8752,86.112,40.663,37.298,36.269
8753,88.459,45.862,40.937,35.943
8754,87.348,40.070,30.478,35.640
8755,96.032,43.037,35.254,42.984
8756,37.508,46.298,28.366,40.480
8757,0.782,0.411,0.000,0.308
8758,0.322,0.986,1.424,0.495
8759,0.326,1.014,0.044,0.000
8760,0.624,0.024,0.000,0.995
8761,0.359,0.228,0.156,2.065
8762,0.378,0.170,0.410,0.099
8763,0.446,0.445,0.229,0.224
8764,0.368,0.266,0.000,0.554
8765,0.439,0.167,0.000,0.206
8766,0.473,0.288,1.322,0.297
8767,0.432,0.136,0.283,0.446
8768,0.390,0.094,0.000,0.703
8769,0.695,0.722,1.395,0.222
8770,0.393,0.801,0.000,1.005
8771,0.198,0.482,0.000,0.692
8772,0.372,0.567,0.000,1.611
8773,0.575,0.579,0.341,0.414
8774,0.346,0.101,0.834,0.000
8775,0.658,0.293,0.483,0.556
8776,0.197,1.475,1.649,0.391
8777,0.388,0.221,0.395,0.262
8778,0.342,0.985,0.000,0.181
8779,0.583,0.327,1.878,0.229
8780,0.423,0.175,0.478,0.052
8781,0.575,0.000,1.000,0.821
8782,0.443,1.138,0.210,0.600
8783,0.468,0.147,0.249,0.256
8784,0.270,0.394,0.000,0.638
8785,0.482,0.000,0.000,0.281
8786,0.600,0.474,0.629,0.815
8787,0.644,0.618,0.444,0.703
8788,0.307,0.056,0.000,0.317
8789,0.167,0.969,0.063,0.324
8790,0.277,0.000,1.902,0.599
8791,0.713,1.727,1.210,0.654
8792,0.497,0.252,0.000,0.864
8793,0.241,0.075,0.029,0.781
8794,0.638,0.073,0.127,0.645
8795,0.169,0.017,1.751,0.794
8796,0.696,0.366,1.415,0.586
8797,0.587,0.411,0.107,0.265
8798,1.047,0.588,0.000,0.663
8799,0.371,0.652,0.380,0.380
8800,0.542,0.412,1.361,0.685
8801,0.696,0.692,0.263,0.789
8802,0.535,0.000,0.571,0.222
8803,0.603,0.566,0.259,0.124
8804,0.549,0.695,0.000,0.801
8805,0.458,0.152,0.180,0.455
8806,0.225,1.141,0.356,0.156
8807,0.723,0.651,0.000,0.104
8808,0.232,0.041,1.141,0.208
8809,0.337,0.239,0.712,0.000
8810,0.492,0.744,0.371,0.916
8811,0.684,0.296,0.483,0.729
8812,0.611,1.307,0.454,0.898
8813,0.427,0.271,1.785,0.625
8814,0.228,0.344,0.000,0.391
8815,0.219,0.388,0.922,0.342
8816,0.329,1.123,0.000,0.398
8817,0.444,0.000,1.078,0.301
8818,0.384,0.060,0.000,0.228
8819,0.631,0.404,0.298,0.744
8820,0.475,0.765,0.483,0.050
8821,0.806,0.606,0.000,0.509
8822,0.899,0.392,0.068,0.000
8823,0.240,0.634,0.000,0.177
8824,0.663,0.274,0.190,0.165
8825,0.258,0.462,0.000,1.134
8826,0.489,0.208,0.049,0.349
8827,0.502,0.141,0.088,0.674
8828,0.438,0.102,1.059,0.654
8829,0.378,0.329,0.000,0.396
8830,0.360,0.063,0.678,0.151
8831,0.455,0.479,1.054,0.348
8832,0.193,0.702,0.044,0.013
8833,0.600,0.501,0.415,0.599
8834,0.389,0.652,0.424,0.652
8835,0.447,0.414,1.937,0.000
8836,0.657,0.339,0.000,0.932
8837,0.416,0.383,0.234,1.081
8838,0.412,0.934,0.795,1.496
8839,0.517,0.310,0.088,0.125
8840,0.536,0.438,0.205,0.452
8841,0.381,0.211,0.000,0.909
8842,0.431,0.501,1.298,0.321
8843,0.558,0.603,0.000,0.918
8844,0.788,1.123,0.000,0.000
8845,0.455,0.232,0.000,0.642
8846,0.567,0.147,0.780,0.903
8847,0.408,0.024,1.268,0.113
8848,0.540,0.467,0.268,0.034
8849,0.174,0.046,0.000,0.418
8850,0.518,0.610,0.000,0.672
8851,0.389,0.089,0.659,0.536
8852,0.877,0.252,0.688,1.568
8853,0.351,0.233,0.122,0.513
8854,0.385,0.450,0.000,0.210
8855,0.256,0.606,1.283,0.369
8856,0.417,0.666,0.107,0.292
8857,0.437,0.601,0.146,0.878
8858,0.194,0.252,0.532,0.780
8859,0.769,0.951,1.034,1.579
8860,0.315,0.790,1.015,0.423
8861,0.242,0.336,0.644,0.330
8862,0.302,0.760,0.122,1.163
8863,0.801,0.353,0.220,0.502
8864,0.319,0.317,0.000,1.025
8865,0.306,0.985,0.093,1.111
8866,0.476,1.020,0.000,0.410
8867,0.419,0.240,0.454,0.197
8868,0.710,0.043,0.073,0.534
8869,0.355,0.317,0.659,0.000
8870,0.542,0.278,0.654,0.487
8871,0.582,0.262,0.380,0.794
8872,0.512,0.649,1.073,0.581
8873,0.303,0.915,0.000,0.511
8874,0.654,0.351,0.976,0.409
8875,0.349,0.070,0.756,0.197
8876,0.532,0.245,0.000,0.611
8877,0.436,0.625,0.102,0.118
8878,0.488,1.055,0.629,0.977
8879,0.487,0.744,0.000,0.690
8880,0.175,0.574,0.088,0.554
8881,0.604,0.678,0.239,0.643
8882,0.442,0.353,0.000,0.258
8883,0.508,0.688,0.000,0.575
8884,0.392,0.813,0.000,0.450
8885,0.522,0.000,2.454,0.244
8886,0.228,0.000,0.073,1.005
8887,0.237,0.259,0.000,0.005
8888,0.536,0.400,1.244,0.351
8889,0.567,0.966,1.039,0.000
8890,0.361,0.978,0.000,0.400
8891,0.460,0.361,0.585,0.674
8892,0.592,0.891,0.000,0.572
8893,0.517,1.467,0.868,0.104
8894,0.430,0.494,0.122,1.208
8895,0.452,0.053,0.000,0.262
8896,0.474,1.009,0.000,0.179
8897,0.501,0.262,1.380,0.452
8898,0.309,0.440,1.044,0.609
8899,0.704,0.714,1.873,0.000
8900,0.334,0.140,1.176,0.446
8901,0.900,0.116,0.000,0.880
8902,0.321,0.429,0.532,0.125
8903,0.323,0.198,1.293,0.237
8904,0.505,0.509,0.000,0.717
8905,0.309,0.433,0.859,0.168
8906,0.398,0.596,0.000,0.127
8907,0.457,0.816,0.000,0.375
8908,0.298,0.000,0.000,0.276
8909,0.493,0.286,0.000,0.070
8910,1.055,0.533,1.961,0.289
8911,0.419,0.722,1.493,0.143
8912,0.831,0.392,0.444,0.534
8913,0.557,0.157,0.000,0.677
8914,0.638,1.143,0.473,0.674
8915,108.498,0.358,0.000,0.358
8916,147.611,51.826,47.502,41.412
8917,147.980,47.625,37.161,39.710
8918,130.603,49.036,39.766,42.570
8919,133.984,42.477,48.717,36.616
8920,143.115,37.407,43.068,35.495
8921,137.394,44.230,33.854,35.437
8922,133.397,36.807,43.044,43.333
8923,131.927,46.923,28.995,39.174
8924,122.738,42.124,46.634,42.344
8925,126.827,45.206,30.956,37.986
8926,126.514,37.617,35.122,31.522
8927,136.634,32.245,45.605,32.482
8928,119.093,41.584,40.395,31.695
8929,125.928,41.508,33.132,33.471
8930,125.323,44.288,30.463,33.740
8931,123.208,41.170,28.502,39.532
8932,126.900,41.494,38.849,33.754
8933,117.169,52.727,26.268,35.238
8934,120.794,38.767,33.005,32.849
8935,119.104,40.409,26.249,36.516
8936,120.578,39.733,35.707,32.468
8937,122.869,53.802,44.537,31.056
8938,120.553,41.460,41.654,35.306
8939,125.747,47.956,39.190,29.147
8940,123.058,43.780,42.059,30.704
8941,108.622,40.012,34.590,34.308
8942,110.073,37.036,46.800,34.599
8943,118.900,40.809,39.263,32.435
8944,115.922,48.022,45.868,26.244
8945,114.231,44.801,36.815,25.717
8946,114.634,47.451,42.624,26.647
8947,104.588,55.242,44.312,29.676
8948,104.443,41.945,29.156,34.661
8949,114.493,37.593,43.780,24.192
8950,107.716,38.595,31.556,30.638
8951,115.160,51.578,45.307,39.763
8952,109.499,46.366,31.615,31.665
8953,127.627,44.716,40.961,40.389
8954,131.776,46.138,53.483,37.769
8955,121.196,36.095,14.854,39.453
8956,116.299,47.554,40.078,38.475
8957,121.415,53.879,50.288,38.862
8958,131.741,49.307,53.215,42.073
8959,130.821,46.998,44.620,43.720
8960,132.531,52.380,49.605,37.927
8961,143.289,53.852,51.917,52.007
8962,146.194,48.819,54.424,44.781
8963,133.910,46.261,48.566,46.125
8964,127.941,43.233,46.488,39.991
8965,133.030,44.279,52.327,47.918
8966,137.007,42.348,59.532,42.034
8967,131.207,52.046,57.073,46.434
8968,129.668,50.947,41.307,41.563
8969,125.249,58.010,43.766,46.591
8970,126.073,57.089,52.756,45.670
8971,125.233,52.581,42.644,48.711
8972,122.803,54.693,65.185,38.247
8973,119.948,48.157,40.629,48.600
8974,118.260,56.579,55.171,39.581
8975,120.400,56.850,52.751,43.538
8976,117.181,42.034,65.580,42.996
8977,128.198,51.376,45.654,39.487
8978,112.758,47.903,52.980,40.410
8979,115.680,55.470,41.688,43.378
8980,115.007,51.462,54.034,41.975
8981,114.637,49.952,57.580,35.780
8982,114.565,51.477,47.122,39.901
8983,111.682,55.172,44.795,45.109
8984,112.565,47.181,39.146,44.292
8985,118.689,46.739,55.195,39.177
8986,119.788,47.453,45.244,39.690
8987,118.153,50.508,46.888,35.762
8988,113.559,47.656,37.859,41.504
8989,114.956,55.068,47.795,36.982
8990,118.251,58.901,46.385,42.758
8991,114.276,50.940,38.117,40.575
8992,116.246,39.555,43.737,31.337
8993,111.742,51.489,34.307,41.780
8994,112.054,47.770,41.898,40.073
8995,108.656,53.649,62.834,37.754
8996,106.029,49.673,47.317,38.432
8997,111.299,45.961,34.254,40.423
8998,109.605,55.804,42.268,41.237
8999,105.638,50.627,41.805,29.509
9000,101.086,50.533,39.873,39.226
9001,105.204,56.765,43.054,36.323
9002,103.255,49.078,45.176,35.418
9003,102.310,49.770,41.522,34.375
9004,101.032,46.267,52.590,33.518
9005,103.659,50.731,49.059,31.403
9006,101.029,36.922,43.624,32.713
9007,102.209,55.484,29.459,31.928
9008,107.453,57.092,45.800,30.435
9009,107.467,47.317,60.337,36.694
9010,112.359,43.869,42.712,35.885
9011,109.656,58.894,43.849,36.615
