 ,Mean1,Mean2,Mean3,Mean4
3439,79.260,45.801,32.659,36.159
3440,80.272,40.586,31.790,33.109
3441,82.917,43.165,35.224,33.457
3442,76.621,38.518,26.434,38.554
3443,79.443,35.874,27.878,32.020
3444,78.838,44.208,33.376,27.538
3445,77.129,42.560,27.976,29.543
3446,71.970,40.566,22.790,32.774
3447,71.626,38.259,24.263,31.685
3448,67.090,49.867,29.141,32.631
3449,61.924,42.835,20.717,36.018
3450,72.209,38.625,21.341,29.269
3451,64.496,39.888,25.771,29.823
3452,68.842,35.760,21.605,31.294
3453,71.464,36.884,29.278,46.355
3454,61.114,31.368,25.468,31.901
3455,66.257,35.574,27.820,37.848
3456,58.332,41.303,28.107,33.079
3457,61.704,35.959,22.907,29.645
3458,71.457,40.020,26.946,33.095
3459,68.937,33.376,24.673,29.971
3460,71.776,37.433,27.551,26.923
3461,73.146,43.796,31.454,33.391
3462,69.580,39.724,27.132,25.790
3463,67.451,40.951,29.405,31.536
3464,74.912,34.990,17.020,42.217
3465,69.641,46.193,28.663,40.654
3466,75.531,47.644,21.473,39.161
3467,83.688,49.000,29.712,34.457
3468,80.260,49.458,33.459,30.785
3469,85.329,46.685,29.844,38.905
3470,85.818,44.676,32.566,38.190
3471,85.356,38.981,32.951,34.616
3472,84.448,48.145,28.224,38.944
3473,91.978,37.121,21.512,38.996
3474,84.438,46.675,30.210,35.575
3475,88.136,54.012,31.849,34.246
3476,95.213,47.213,32.346,35.529
3477,101.416,45.767,35.522,33.478
3478,89.806,51.465,36.449,37.355
3479,92.772,43.112,29.400,36.556
3480,99.392,45.641,34.278,41.916
3481,100.489,53.748,28.073,37.486
3482,96.157,48.123,30.439,31.668
3483,102.692,52.772,32.171,38.466
3484,95.095,56.313,35.220,35.471
3485,97.864,51.325,32.307,34.737
3486,93.870,44.572,38.259,35.600
3487,93.464,50.201,30.571,32.358
3488,99.569,62.099,32.400,36.333
3489,92.061,49.693,44.322,33.434
3490,92.880,55.646,34.376,33.174
3491,100.963,59.308,35.610,33.582
3492,87.732,45.518,46.561,33.529
3493,85.657,51.615,31.010,28.428
3494,84.898,53.026,36.585,31.246
3495,81.226,46.589,34.741,33.964
3496,83.925,49.211,32.571,35.081
3497,79.527,45.073,33.893,34.937
3498,83.334,42.245,27.049,39.593
3499,84.571,47.888,30.239,39.086
3500,76.610,51.997,29.073,34.676
3501,74.159,39.796,30.854,33.066
3502,75.969,48.434,32.205,32.335
3503,73.277,49.949,22.702,37.749
3504,80.935,45.761,30.054,31.229
3505,78.777,40.826,29.790,32.591
3506,75.027,53.014,33.932,39.369
3507,71.640,42.562,22.322,30.099
3508,73.135,40.158,24.420,27.629
3509,68.471,44.208,21.663,37.790
3510,67.895,40.622,19.639,40.625
3511,70.259,36.501,31.000,40.946
3512,67.226,38.538,25.327,38.047
3513,68.473,36.220,33.049,30.263
3514,69.561,44.659,27.644,41.615
3515,76.111,42.634,27.356,32.898
3516,58.039,48.351,25.307,34.473
3517,58.211,36.966,33.502,35.679
3518,54.868,40.755,19.268,38.392
3519,62.781,45.526,30.473,35.961
3520,59.451,42.746,23.805,32.188
3521,66.457,48.840,25.371,31.797
3522,59.604,45.361,20.371,34.616
3523,61.278,46.785,28.380,35.624
3524,61.145,42.663,27.468,34.833
3525,56.095,46.167,22.444,33.452
3526,58.751,45.915,18.995,33.229
3527,61.477,47.823,20.712,42.219
3528,61.799,43.089,21.317,24.848
3529,63.317,38.426,26.990,34.527
3530,60.410,42.632,23.859,30.613
3531,48.184,38.826,24.083,28.265
3532,46.593,52.191,31.537,35.213
3533,54.872,44.726,12.410,33.794
3534,51.394,41.324,25.698,33.532
3535,53.551,53.095,28.020,27.384
3536,58.810,54.952,24.459,29.048
3537,64.710,57.138,26.337,36.919
3538,62.329,54.559,28.834,35.688
3539,63.541,49.148,19.639,27.927
3540,58.368,45.652,26.073,29.728
3541,57.623,43.893,25.024,33.910
3542,62.569,44.342,21.307,30.799
3543,57.863,50.940,26.478,24.763
3544,57.817,40.743,32.468,26.043
3545,64.200,51.434,22.263,26.167
3546,63.098,45.731,37.444,29.744
3547,74.423,46.170,21.946,29.901
3548,70.469,50.751,32.980,33.876
3549,78.282,45.581,25.176,32.228
3550,77.779,44.670,31.620,37.783
3551,79.707,53.920,38.976,32.382
3552,76.718,53.923,28.980,42.009
3553,85.459,46.509,26.049,30.613
3554,86.305,52.889,31.888,42.943
3555,84.688,52.039,35.137,41.082
3556,91.219,53.274,29.127,39.903
3557,97.215,50.353,38.322,35.523
3558,102.400,41.574,35.829,27.536
3559,100.905,51.600,31.615,35.898
3560,101.615,46.215,38.098,34.525
3561,100.573,55.434,32.659,32.190
3562,101.640,50.569,36.312,34.423
3563,98.781,48.279,30.385,33.043
3564,98.631,57.978,36.741,34.489
3565,95.969,54.424,39.863,30.158
3566,94.570,57.567,32.834,35.597
3567,98.540,49.026,37.088,37.068
3568,91.819,49.884,32.073,33.740
3569,90.999,61.313,33.517,36.478
3570,98.668,57.603,26.068,33.692
3571,94.410,58.799,31.244,42.606
3572,91.895,57.014,31.307,39.710
3573,86.556,58.859,30.337,33.622
3574,88.624,61.237,23.561,39.815
3575,84.556,59.065,39.141,45.070
3576,82.896,57.261,30.010,36.378
3577,88.079,68.871,35.098,33.152
3578,84.897,61.761,33.420,36.599
3579,82.578,66.307,24.795,45.633
3580,85.115,53.601,29.790,35.797
3581,80.687,51.145,27.010,33.864
3582,80.516,52.867,35.356,33.072
3583,84.548,59.917,32.005,39.323
3584,83.450,52.138,38.698,39.412
3585,80.721,65.675,19.859,32.606
3586,78.391,65.225,20.512,26.966
3587,72.372,61.710,34.956,41.679
3588,77.190,52.295,29.615,32.880
3589,75.496,53.239,30.259,37.711
3590,69.834,51.337,21.707,34.561
3591,72.658,50.239,27.668,33.478
3592,73.381,55.373,25.541,32.326
3593,67.870,41.267,23.878,32.970
3594,67.360,46.995,25.073,28.362
3595,65.102,52.451,24.649,32.923
3596,71.627,43.826,23.600,28.593
3597,69.169,46.215,24.439,29.466
3598,66.257,53.448,20.980,29.728
3599,65.557,52.850,32.337,30.489
3600,66.287,57.894,24.449,31.215
3601,64.981,42.325,21.063,32.457
3602,62.209,49.939,25.702,26.780
3603,64.139,44.174,25.176,33.201
3604,65.318,44.187,19.693,31.013
3605,71.737,49.554,32.141,32.593
3606,69.854,45.876,23.346,34.758
3607,65.205,49.634,20.049,35.380
3608,78.046,42.353,21.644,32.265
3609,68.787,45.409,25.673,31.828
3610,69.025,50.233,31.780,31.957
3611,72.137,36.939,29.429,28.428
3612,76.628,47.075,30.517,29.416
3613,69.264,44.213,22.522,29.651
3614,65.982,31.700,25.673,29.851
3615,67.323,39.697,28.332,29.887
3616,65.817,46.848,22.678,30.993
3617,59.905,41.365,23.585,32.349
3618,62.777,40.995,27.829,27.099
3619,54.919,41.353,23.922,28.909
3620,66.768,38.061,32.010,29.346
3621,68.010,44.816,21.917,32.118
3622,63.617,47.663,23.117,31.090
3623,72.990,47.206,23.815,33.538
3624,72.898,48.990,31.585,33.375
3625,74.413,41.186,35.454,40.014
3626,89.360,55.462,31.580,35.375
3627,92.295,54.366,31.200,42.280
3628,85.947,60.351,27.322,46.753
3629,95.066,53.746,35.024,38.093
3630,102.512,64.765,31.059,45.444
3631,106.340,71.346,41.663,48.206
3632,107.331,54.061,45.273,48.382
3633,119.357,70.474,38.844,52.855
3634,126.953,65.072,40.615,44.100
3635,120.716,63.758,44.663,50.728
3636,127.754,55.879,32.868,44.030
3637,126.952,55.177,43.707,44.394
3638,125.097,65.300,31.663,51.740
3639,120.706,58.463,40.737,36.219
3640,119.909,56.761,32.522,42.765
3641,126.534,57.773,46.210,39.726
3642,117.032,61.947,46.283,37.932
3643,110.556,59.317,31.839,41.366
3644,110.602,62.688,46.927,36.133
3645,112.965,59.383,39.844,42.066
3646,112.021,67.692,36.541,41.857
3647,106.048,52.221,29.239,35.842
3648,112.733,59.078,31.624,33.038
3649,115.969,52.535,39.385,36.955
3650,108.354,62.325,43.239,44.538
3651,106.875,57.148,30.966,39.880
3652,103.233,55.118,52.332,34.461
3653,112.116,53.324,33.834,30.326
3654,103.102,53.780,43.010,35.577
3655,98.855,49.227,34.707,38.297
3656,97.463,63.024,35.741,39.797
3657,100.448,51.756,37.561,32.217
3658,96.770,55.468,30.971,32.930
3659,96.909,46.312,44.356,29.765
3660,103.890,43.721,32.741,33.563
3661,95.958,49.434,33.034,31.491
3662,91.548,49.659,35.820,37.565
3663,94.442,54.460,38.488,35.794
3664,84.595,59.417,42.302,34.790
3665,86.462,51.068,37.098,38.815
3666,87.951,57.060,35.073,29.278
3667,80.799,56.957,35.259,31.853
3668,82.921,58.017,22.702,34.059
3669,85.087,54.588,29.737,29.878
3670,78.922,64.770,20.415,34.093
3671,83.966,54.784,34.185,34.982
3672,79.702,56.307,42.663,29.217
3673,79.454,52.918,26.180,36.118
3674,76.373,53.032,22.512,37.679
3675,71.734,53.000,32.434,27.636
3676,79.710,47.562,36.615,30.754
3677,71.127,48.032,21.907,34.013
3678,74.274,50.448,27.380,32.215
3679,74.525,55.370,28.683,28.930
3680,71.110,42.968,24.473,31.668
3681,72.775,45.085,32.210,28.217
3682,70.208,38.773,24.341,35.095
3683,67.103,43.083,25.180,26.090
3684,63.570,52.968,31.063,28.871
3685,63.469,49.782,26.463,30.593
3686,68.678,47.005,28.229,26.147
3687,69.932,50.698,22.722,34.996
3688,69.904,49.370,24.790,29.176
3689,67.002,49.281,27.151,32.104
3690,63.730,37.993,31.415,33.376
3691,64.883,44.315,38.985,28.453
3692,58.234,38.228,18.995,25.737
3693,57.911,45.365,18.727,28.738
3694,65.827,36.983,21.434,28.213
3695,58.275,38.446,20.888,30.321
3696,53.021,38.663,20.883,31.152
3697,63.397,46.460,27.200,28.480
3698,60.138,43.102,29.693,28.023
3699,59.306,40.969,30.429,30.787
3700,62.162,49.453,40.663,32.027
3701,46.397,47.486,24.561,34.308
3702,55.446,46.588,25.151,28.658
3703,53.200,49.971,30.439,22.989
3704,56.135,46.605,25.595,26.654
3705,55.581,50.557,22.849,28.525
3706,50.940,41.913,18.371,27.151
3707,50.492,41.779,30.439,25.615
3708,51.393,44.864,16.571,24.679
3709,54.410,43.894,25.805,26.244
3710,53.958,44.634,18.010,24.659
3711,57.824,41.078,30.078,28.591
3712,56.111,46.034,26.751,25.667
3713,61.823,42.716,25.946,24.099
3714,56.309,45.923,24.024,28.020
3715,56.510,35.935,27.005,22.884
3716,61.406,35.911,16.878,26.977
3717,57.215,41.043,23.224,21.593
3718,61.425,43.743,18.776,29.115
3719,61.240,46.751,25.337,33.271
3720,66.576,47.169,22.239,31.679
3721,67.960,51.412,26.400,33.522
3722,68.979,46.716,31.244,23.563
3723,69.933,42.283,28.698,32.599
3724,76.934,51.204,25.907,41.652
3725,81.481,53.404,34.639,33.903
3726,78.217,48.102,27.083,27.539
3727,73.432,48.888,27.849,32.604
3728,77.028,53.641,24.415,28.910
3729,81.641,46.922,27.512,31.203
3730,88.064,51.581,29.829,35.588
3731,85.125,48.641,25.127,31.611
3732,83.016,52.608,33.063,32.072
3733,88.728,51.823,24.439,32.966
3734,93.533,56.658,40.307,31.686
3735,85.760,50.181,34.746,33.509
3736,88.902,41.174,27.200,33.066
3737,84.326,57.647,29.741,33.242
3738,83.645,55.535,32.829,38.213
3739,82.836,46.693,24.224,25.851
3740,86.975,41.898,29.341,25.504
3741,79.483,48.606,29.737,26.349
3742,79.970,43.927,29.210,24.590
3743,82.633,48.651,35.205,33.027
3744,82.321,43.521,28.049,32.668
3745,80.290,56.431,29.907,26.281
3746,85.632,52.015,32.444,39.563
3747,89.739,47.170,29.844,37.142
3748,82.646,40.896,32.439,40.685
3749,89.456,49.913,26.341,32.480
3750,90.802,48.773,31.029,30.482
3751,103.951,56.947,29.137,38.572
3752,101.421,49.187,40.424,36.244
3753,75.780,50.738,24.112,34.812
3754,78.699,51.458,27.551,39.251
3755,0.380,0.131,0.000,0.410
3756,0.493,0.433,0.795,0.072
3757,0.347,0.019,0.468,1.167
3758,0.285,0.595,0.000,0.324
3759,0.393,0.385,0.000,0.263
3760,0.465,0.269,0.000,0.183
3761,0.340,0.017,0.878,0.720
3762,0.351,0.625,0.000,0.213
3763,0.306,0.203,0.034,1.731
3764,0.486,0.027,0.537,0.283
3765,0.200,0.019,0.615,0.430
3766,0.211,0.440,0.000,0.380
3767,0.457,0.554,0.220,0.000
3768,0.528,0.101,0.000,0.767
3769,0.762,0.000,1.327,0.005
3770,0.617,0.319,0.000,0.136
3771,0.577,0.675,0.532,0.733
3772,0.331,0.065,0.917,0.299
3773,0.386,0.767,0.000,1.106
3774,0.306,0.259,0.000,0.939
3775,0.283,0.532,0.083,0.914
3776,0.431,1.273,0.234,0.032
3777,0.402,0.480,0.483,0.002
3778,0.171,0.789,0.000,0.394
3779,0.314,0.235,0.059,0.437
3780,0.430,0.278,1.088,0.228
3781,0.510,0.496,0.873,0.222
3782,0.360,0.063,0.956,0.523
3783,0.871,0.101,0.249,0.724
3784,0.432,0.276,0.000,0.527
3785,0.299,0.269,0.000,0.052
3786,0.464,1.107,0.654,0.016
3787,0.448,0.073,0.615,0.513
3788,0.438,0.477,0.000,0.111
3789,0.534,0.416,0.000,0.263
3790,0.329,0.542,0.000,0.158
3791,0.564,0.549,0.107,0.373
3792,0.607,0.920,0.161,1.235
3793,0.221,1.138,0.463,0.190
3794,0.383,0.760,0.244,1.115
3795,0.621,0.562,0.522,0.900
3796,0.521,0.276,0.376,0.744
3797,0.500,0.353,0.556,0.000
3798,0.631,0.428,1.463,1.618
3799,0.216,0.385,0.000,0.803
3800,0.446,0.538,0.268,0.699
3801,0.532,0.196,0.605,0.468
3802,0.591,0.472,0.932,0.093
3803,0.519,0.470,1.805,0.326
3804,0.247,0.537,0.000,0.867
3805,0.358,0.147,0.580,0.427
3806,0.367,0.193,0.429,0.903
3807,0.478,0.751,0.517,0.068
3808,0.595,0.198,1.034,0.676
3809,0.472,0.480,0.000,0.018
3810,0.301,0.039,0.556,0.059
3811,0.674,0.213,0.493,0.339
3812,0.421,0.344,0.000,0.373
3813,0.300,0.416,0.000,0.032
3814,0.674,0.823,0.000,0.504
3815,0.182,0.382,0.180,0.892
3816,0.519,0.310,0.000,0.339
3817,0.417,0.191,0.161,0.642
3818,0.461,0.019,0.000,0.224
3819,0.542,0.934,0.483,0.389
3820,0.730,0.256,0.585,1.125
3821,0.721,0.015,0.010,0.000
3822,0.701,0.000,0.000,0.229
3823,0.480,1.269,0.000,0.837
3824,0.251,0.673,0.000,0.651
3825,0.395,0.254,0.000,0.832
3826,0.366,0.186,0.122,0.353
3827,0.722,0.145,0.000,0.407
3828,0.615,0.654,0.980,0.351
3829,0.296,0.000,0.600,0.482
3830,0.320,0.983,0.000,1.005
3831,0.144,0.000,1.932,0.661
3832,0.260,0.504,0.766,0.993
3833,0.198,0.254,0.000,1.032
3834,0.339,0.905,1.263,0.814
3835,0.322,0.353,0.702,0.335
3836,0.536,0.245,0.000,0.346
3837,0.326,0.397,0.541,0.430
3838,0.815,0.743,1.800,0.565
3839,0.725,0.671,1.049,0.903
3840,0.366,0.000,0.000,0.771
3841,0.593,0.308,0.000,0.556
3842,0.477,0.433,1.361,0.349
3843,0.334,0.199,0.844,0.369
3844,0.326,0.140,0.195,0.233
3845,0.553,0.416,0.000,0.595
3846,0.467,0.000,0.400,0.177
3847,0.792,0.118,0.088,0.237
3848,0.762,0.242,0.000,0.495
3849,0.377,0.779,0.000,0.337
3850,0.504,0.438,1.205,0.222
3851,0.166,0.514,0.000,0.032
3852,0.490,0.445,1.805,0.113
3853,0.467,0.479,0.000,0.106
3854,0.409,0.571,1.288,0.204
3855,0.222,0.576,1.112,0.566
3856,0.519,0.395,0.000,0.183
3857,0.386,0.409,1.132,0.041
3858,0.585,0.707,0.229,0.912
3859,0.317,0.346,0.000,0.582
3860,0.331,0.646,0.010,0.638
3861,0.252,0.026,0.000,0.412
3862,0.375,0.368,0.776,0.776
3863,0.637,0.336,0.000,0.185
3864,0.316,0.463,0.000,1.219
3865,0.309,0.893,0.112,0.878
3866,0.234,0.382,0.346,0.566
3867,0.451,1.206,0.839,0.437
3868,0.372,0.782,0.000,0.882
3869,0.486,0.848,0.068,0.530
3870,0.493,0.051,0.185,0.131
3871,0.416,0.963,0.000,0.581
3872,0.540,0.145,0.688,0.290
3873,0.477,0.339,0.415,0.765
3874,0.224,0.051,0.000,0.358
3875,0.497,0.578,1.161,0.520
3876,0.327,0.325,1.941,0.299
3877,0.444,0.216,0.088,0.613
3878,0.333,0.131,0.366,1.115
3879,0.646,0.491,0.000,0.095
3880,0.540,0.049,0.185,0.362
3881,0.873,0.898,0.190,0.894
3882,0.638,0.290,1.317,1.106
3883,0.540,0.158,0.000,0.025
3884,0.554,0.371,0.263,0.310
3885,0.553,0.327,0.000,0.487
3886,0.381,0.249,1.361,0.719
3887,0.500,0.654,0.000,1.337
3888,0.477,0.395,0.463,0.557
3889,0.452,0.365,0.000,0.208
3890,0.347,0.441,0.000,0.726
3891,0.473,0.695,1.420,0.138
3892,0.307,0.216,2.098,0.000
3893,0.676,0.002,0.000,0.772
3894,0.272,0.090,0.556,0.179
3895,0.331,0.482,0.000,0.378
3896,0.674,0.477,0.093,0.627
3897,0.452,0.613,1.327,0.409
3898,0.347,0.506,0.834,0.138
3899,0.395,0.448,0.000,0.002
3900,0.211,0.274,0.000,0.912
3901,0.267,1.107,2.771,0.744
3902,0.302,0.501,0.834,0.100
3903,0.300,0.101,0.234,0.686
3904,0.438,0.228,0.000,0.258
3905,0.370,0.635,1.098,0.000
3906,0.679,0.833,0.161,1.281
3907,0.622,0.641,0.941,0.410
3908,0.272,0.963,0.000,0.729
3909,0.824,0.641,0.000,0.805
3910,0.641,0.337,0.000,0.235
3911,0.665,0.794,0.366,0.310
3912,0.544,0.187,0.068,0.263
3913,0.572,0.363,0.000,0.767
3914,0.384,0.876,0.195,0.011
3915,0.649,0.462,0.341,0.000
3916,149.205,57.087,30.444,42.461
3917,145.239,63.085,37.902,49.224
3918,122.984,59.002,41.034,40.430
3919,123.549,58.673,35.205,36.703
3920,116.346,69.216,36.615,42.857
3921,131.834,55.259,31.566,42.376
3922,132.051,60.259,38.176,37.962
3923,127.820,61.414,30.883,39.595
3924,124.360,52.649,38.654,30.541
3925,123.990,54.022,28.668,39.495
3926,136.038,50.247,28.620,32.668
3927,126.766,58.939,29.859,40.235
3928,122.381,54.116,37.620,38.882
3929,110.364,53.566,29.795,40.360
3930,115.333,55.083,29.751,33.199
3931,127.637,51.750,38.200,36.079
3932,109.389,49.872,29.024,36.333
3933,115.801,50.690,20.678,35.935
3934,104.036,45.702,28.288,33.787
3935,108.617,44.080,35.044,33.163
3936,106.760,46.690,33.068,39.097
3937,112.165,50.327,26.424,30.950
3938,102.869,53.424,35.873,39.394
3939,106.666,57.339,29.732,32.948
3940,102.580,50.940,31.141,31.584
3941,105.432,60.654,30.751,28.889
3942,104.929,57.811,33.288,30.140
3943,114.355,49.755,29.746,40.763
3944,112.125,55.942,32.029,37.118
3945,117.924,56.617,28.502,30.159
3946,124.519,52.336,19.341,37.176
3947,130.846,54.751,33.976,19.901
3948,116.320,46.978,38.732,29.208
3949,131.738,52.411,24.561,27.473
3950,138.763,58.796,34.439,19.613
3951,133.322,52.641,30.956,24.027
3952,127.356,49.925,35.034,29.654
3953,133.081,41.118,28.112,31.493
3954,131.562,56.215,35.005,30.409
3955,139.637,70.029,49.102,39.916
3956,135.062,51.220,29.776,35.964
3957,138.701,52.029,28.859,41.851
3958,142.231,54.550,35.771,39.525
3959,147.401,51.468,35.034,39.072
3960,143.088,55.097,42.420,41.806
3961,160.455,49.095,40.063,44.029
3962,154.436,63.436,33.761,34.928
3963,160.673,60.061,35.278,35.362
3964,158.115,65.908,39.722,46.081
3965,153.048,67.765,33.571,35.629
3966,153.114,67.118,44.141,36.462
3967,147.483,61.337,35.424,39.306
3968,151.140,63.112,43.215,42.600
3969,174.530,59.322,37.815,35.229
3970,142.047,65.128,36.571,38.530
3971,128.015,57.073,28.717,43.384
3972,151.907,59.744,34.371,35.914
3973,154.571,58.237,41.029,33.306
3974,148.648,56.903,44.117,34.873
3975,148.870,56.865,34.537,37.258
3976,144.287,62.101,32.195,40.663
3977,144.105,53.296,28.088,30.457
3978,148.606,58.828,35.507,33.065
3979,134.293,60.792,24.844,33.833
3980,142.226,45.416,25.722,34.256
3981,138.159,49.160,21.663,33.998
3982,136.483,57.668,32.502,31.638
3983,128.969,52.792,34.410,35.231
3984,127.849,54.382,35.376,34.271
3985,133.184,55.055,29.937,34.844
3986,127.684,44.250,31.361,33.351
3987,121.779,53.596,31.712,29.310
3988,126.742,46.508,23.341,33.828
3989,127.761,45.208,33.888,34.502
3990,117.006,48.865,25.995,39.351
3991,119.768,56.613,21.010,26.385
3992,127.476,45.129,23.229,29.222
3993,126.012,45.160,26.693,28.887
3994,128.385,47.593,32.249,32.172
3995,124.049,49.204,29.268,28.532
3996,114.438,50.189,24.307,38.437
3997,111.800,53.744,27.488,35.357
3998,118.444,48.583,25.693,25.889
3999,103.937,47.802,24.551,32.063
4000,109.401,40.349,32.156,35.543
4001,105.873,41.683,23.815,31.455
4002,118.086,49.315,28.366,32.609
4003,115.577,43.567,30.790,28.953
4004,117.374,46.731,29.678,28.978
4005,114.812,37.262,26.000,30.652
4006,94.859,42.882,22.688,29.624
4007,91.214,38.228,23.102,27.430
4008,91.703,34.676,27.922,33.147
4009,104.936,39.097,32.776,29.509
4010,108.725,44.947,39.029,30.346
4011,109.894,42.417,23.273,28.262
4012,107.676,44.036,20.941,26.984
4013,96.006,49.496,22.980,30.935
4014,97.557,38.250,25.132,34.421
4015,98.838,43.133,22.537,25.618
4016,95.844,41.083,22.873,27.498
4017,102.980,41.608,21.844,31.168
4018,102.830,50.015,19.420,30.009
4019,91.414,41.591,28.737,23.299
4020,94.460,43.463,20.663,28.975
4021,92.718,39.702,20.859,28.842
4022,85.875,45.492,17.844,28.009
4023,87.617,42.966,26.956,29.439
4024,87.044,36.160,20.805,30.375
4025,83.422,41.026,18.473,23.367
4026,83.692,36.828,17.810,28.145
4027,93.378,33.058,25.985,31.824
4028,97.002,35.695,25.995,38.358
4029,94.723,45.615,30.995,32.909
4030,91.983,40.184,24.278,32.278
4031,85.694,43.661,25.902,30.464
4032,91.086,41.922,23.678,36.312
4033,90.855,34.806,31.820,31.668
4034,97.160,35.760,18.473,28.711
4035,94.065,32.922,29.180,28.805
4036,86.072,35.629,22.751,27.392
4037,90.963,41.482,28.220,36.168
4038,89.919,37.160,24.888,33.998
4039,89.558,39.618,29.395,29.430
4040,82.314,30.429,27.190,30.312
4041,86.189,41.886,26.385,30.984
4042,86.014,32.032,17.434,25.167
4043,89.688,34.722,27.707,25.647
4044,81.831,50.843,25.717,29.857
4045,78.104,33.310,29.059,35.516
4046,85.961,44.451,21.727,32.303
4047,85.299,41.276,26.029,36.048
4048,81.814,40.073,32.580,29.310
4049,77.770,41.293,23.356,25.611
4050,71.199,40.571,26.751,29.932
4051,77.011,45.468,19.624,32.203
4052,69.046,36.075,26.293,28.901
4053,75.875,43.610,26.673,28.695
4054,78.684,39.015,24.776,26.412
4055,81.847,30.760,21.620,29.747
4056,83.466,39.019,26.083,26.638
4057,87.472,42.271,21.976,28.602
4058,89.596,39.400,25.551,31.407
4059,97.620,44.346,29.976,28.846
4060,102.400,47.240,20.795,33.989
4061,109.481,50.049,31.668,34.765
4062,119.584,48.969,14.176,35.728
4063,115.413,47.520,23.776,43.875
4064,114.705,58.586,26.459,35.722
4065,119.356,50.375,28.444,34.281
4066,112.426,54.058,40.449,40.962
4067,111.797,46.973,36.980,51.229
4068,118.587,52.441,40.810,40.360
4069,134.794,56.375,36.093,42.833
4070,137.624,58.446,29.415,45.102
4071,130.854,53.560,38.180,45.944
4072,131.785,61.261,40.839,50.371
4073,122.507,54.068,45.288,41.201
4074,126.046,58.974,40.922,38.541
4075,125.497,55.446,36.029,44.319
4076,127.144,57.460,28.307,38.634
4077,125.379,64.383,28.307,48.412
4078,113.520,56.576,42.020,40.957
4079,118.400,71.273,33.629,40.672
4080,119.869,56.785,38.683,35.366
4081,113.841,47.835,43.976,31.545
4082,114.309,53.242,30.712,35.362
4083,113.225,58.523,29.722,35.597
4084,117.652,48.211,26.371,38.333
4085,108.125,54.034,33.917,33.970
4086,107.694,53.801,28.971,36.480
4087,115.907,53.813,24.424,41.211
4088,104.649,44.053,42.507,36.996
4089,103.828,51.571,32.790,33.756
4090,108.586,53.726,29.405,41.258
4091,107.934,46.302,24.893,38.299
4092,99.470,48.259,25.678,38.810
4093,106.021,47.613,25.107,31.796
4094,100.331,46.869,32.902,30.181
4095,94.524,46.412,24.122,31.948
4096,94.896,37.303,25.141,30.934
4097,103.695,44.813,26.532,28.242
4098,94.469,43.828,31.288,37.595
4099,89.625,47.596,24.498,29.235
4100,94.004,48.058,27.971,36.858
4101,95.926,49.928,30.844,32.145
4102,94.749,46.046,23.332,35.349
4103,85.849,39.198,24.707,31.894
4104,86.651,42.881,25.444,28.043
4105,84.486,46.128,25.385,30.029
4106,89.690,43.097,28.863,27.527
4107,89.552,41.508,33.702,33.290
4108,83.196,46.867,18.298,32.339
4109,84.963,39.811,28.405,30.640
4110,84.489,44.680,25.049,33.073
4111,80.746,38.714,17.351,31.140
4112,81.321,39.227,25.073,30.430
